Filter;;;;;;;;;
Datum von:;06.03.2016;;;;;;;;
Datum bis:;06.03.2016;;;;;;;;
Stand:;07.03.2016 16:51:32;;;;;;;;
;;;;;;;;;
Zugnummer;Linie;Betriebstag;Ursachencode;Ursachen Bezeichnung;Ort;Ort Bezeichung;Uhrzeit;Verspätungsminuten;Verursacher Zugnr.
6573;S6BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MGT;Gauting;14:49:00;2;
6766;S7BY-;06.03.2016;50;Haltezeitüberschreitung;MEBS;Ebenhausen-Schäftlarn;14:49:00;2;6766
6473;S4BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MP  W;München-Pasing West;14:51:00;5;
59451;RE12+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MGT;Gauting;14:52:00;3;
6466;S4BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;14:53:00;12;
6475;S4BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MFB;Fürstenfeldbruck;14:53:00;2;
6775;S7BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MIC;Icking;14:53:00;2;6766
4646;RE601+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;FF;Frankfurt (Main) Hbf;14:54:00;2;629
59640;RB121B-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MGT;Gauting;14:54:00;2;
86655;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MDAG;Dasing;14:54:00;3;
20879;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NMR;Marktredwitz;14:55:00;2;
27327;;06.03.2016;57;Keine Meldung durch EVU;NPA G;Passau Gbf;14:55:00;2;27327
3558;SF3BY+;06.03.2016;60;Umlauf-Einsatzplanung;NHS;Hartmannshof;14:56:00;2;3558
6875;S8BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MUG;Germering-Unterpfaffenhofen;14:56:00;2;
57313;;06.03.2016;59;Sonstige verkehrliche Gründe EVU;MDT;Donauwörth;14:57:00;2;57313
6477;S4BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGE;Geltendorf;14:57:00;3;3487
86876;;06.03.2016;57;Keine Meldung durch EVU;MSCS;Schliersee;14:57:00;2;86876
3811;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NBNE;Bad Neustadt (Saale);15:00:00;2;3808
79433;MER2+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MBB;Brannenburg;15:00:00;3;564
86654;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MFDB;Friedberg (b Augsburg);15:00:00;2;86655
3488;SF3BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MP;München-Pasing;15:02:00;2;
3831;;06.03.2016;93;Wende;NBKI;Bad Kissingen;15:02:00;2;3828
4072;;06.03.2016;85;Fremdeinwirkung;NPL;Plattling;15:02:00;2;
6768;S7BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBAB;Baierbrunn;15:02:00;2;
79577;MER3+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBRM;Bruckmühl;15:02:00;3;
84581;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NBY;Bayreuth Hbf;15:02:00;3;
27330;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MPKG;Pocking;15:03:00;2;27329
57310;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MDT;Donauwörth;15:04:00;4;84362
58522;RB53FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNP;Neuhaus (Pegnitz);15:04:00;3;5286
58805;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NSDF;Siegelsdorf;15:05:00;3;
86744;;06.03.2016;51;Antrag EVU;MEB;Eichstätt Bahnhof;15:06:00;3;86744
22531;RE/RB5-;06.03.2016;24;Bahnübergangssicherungsanlagen;THDM;Heidenheim-Mergelstetten;15:07:00;4;
19918;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NAN;Ansbach;15:08:00;2;
22724;RB7-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TF  R;Friedrichshafen Gbf;15:09:00;2;
27482;;06.03.2016;57;Keine Meldung durch EVU;MHFG;Hufschlag Abzw;15:09:00;2;27482
6466;S4BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MGF;Grafrath;15:09:00;2;
4072;;06.03.2016;85;Fremdeinwirkung;NPL;Plattling;15:10:00;6;
4649;RE601-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;FFOR;Forsthaus                    (Frankfurt);15:11:00;2;1653
59156;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MRS;Reichertshausen (Ilm);15:11:00;3;622
6879;S8BY+;06.03.2016;93;Wende;MHI;Herrsching;15:11:00;6;6864
4616;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNAN;Nantenbach;15:13:00;2;626
3488;SF3BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;15:14:00;4;
4234;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MNHN;Nonnenhorn;15:14:00;2;
58222;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NF;Fürth (Bay) Hbf;15:14:00;2;1124
4614;RE60FR+;06.03.2016;90;Gefährliche Ereignisse;FH  S;Hanau Südseite;15:15:00;11;
83931;WB1+;06.03.2016;85;Fremdeinwirkung;NPL;Plattling;15:15:00;9;
6866;S8BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MSH;Seefeld-Hechendorf;15:16:00;4;6879
3754;RE41-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NTG;Trebgast;15:17:00;2;
94481;;06.03.2016;94;Anschluss;MIH;Ingolstadt Hbf;15:17:00;13;
4027;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NRWD;Nürnberg Reichswald;15:18:00;2;
4614;RE60FR+;06.03.2016;90;Gefährliche Ereignisse;FH  M;Hanau Mainbrücke;15:18:00;2;
27450;;06.03.2016;94;Anschluss;MTS;Traunstein;15:20:00;3;
3563;RE55FR+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);15:20:00;2;3023
4072;;06.03.2016;85;Fremdeinwirkung;NOS;Osterhofen (Niederbay);15:20:00;2;
4858;RE2BY+;06.03.2016;50;Haltezeitüberschreitung;NRH;Regensburg Hbf;15:20:00;2;4858
4649;RE601-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;FO;Offenbach (Main) Hbf;15:21:00;2;
57569;RE31-;06.03.2016;94;Anschluss;MBU;Buchloe;15:21:00;3;
6479;S4BY+;06.03.2016;93;Wende;MGE;Geltendorf;15:21:00;7;6466
58053;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NSB;Rieneck Sinnberg;15:22:00;2;
59486;RE12-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGP;Garmisch-Partenkirchen;15:23:00;2;
6868;S8BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MWS;Weßling (Oberbay);15:23:00;2;
80688;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NOBW;Oberwerrn;15:23:00;2;
84589;;06.03.2016;59;Sonstige verkehrliche Gründe EVU;NLF;Lichtenfels;15:24:00;3;84589
57037;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MDT;Donauwörth;15:25:00;6;2067
79034;MER1-;06.03.2016;57;Keine Meldung durch EVU;MFL;Freilassing;15:25:00;2;79034
84140;ALXS+;06.03.2016;54;Verkehrliche Zugvorbereitung;MH;München Hbf;15:26:00;7;84140
3412;RB44-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNHC;Neuenreuth (b Creußen);15:28:00;2;3089
6477;S4BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MP  W;München-Pasing West;15:28:00;2;
6881;S8BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MHI;Herrsching;15:28:00;3;
4771;;06.03.2016;51;Antrag EVU;NHO;Hof Hbf;15:29:00;2;3429
58122;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTL;Treuchtlingen;15:29:00;4;
59288;;06.03.2016;57;Keine Meldung durch EVU;NNE;Neuenmarkt-Wirsberg;15:29:00;5;3754
27627;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRA;Radldorf (Niederbay);15:31:00;2;
6777;S7BY+;06.03.2016;50;Haltezeitüberschreitung;MGOI;Großhesselohe Isartalbahnhof;15:31:00;2;6777
27331;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MPKI;Pfarrkirchen;15:32:00;2;27330
3754;RE41-;06.03.2016;51;Antrag EVU;NNE;Neuenmarkt-Wirsberg;15:32:00;2;59288
58119;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTL;Treuchtlingen;15:32:00;3;
22554;RE/RB5+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TLL;Langenau (Württ);15:33:00;3;
59157;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTL;Treuchtlingen;15:33:00;2;
84140;ALXS+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MP;München-Pasing;15:34:00;2;
8957;S1ABY-;06.03.2016;93;Wende;MFHT;München Flughafen Terminal;15:34:00;2;
29358;RE42+;06.03.2016;31;Bauarbeiten;UUS;Uhlstädt;15:36:00;3;
57732;;06.03.2016;94;Anschluss;MMH;Mindelheim;15:36:00;3;57412
57911;;06.03.2016;93;Wende;MBWH;Bad Wörishofen;15:36:00;4;57942
22813;RB8-;06.03.2016;64;Triebfahrzeuge;TAT;Altshausen;15:38:00;2;22813
3694;SF3BY+;06.03.2016;57;Keine Meldung durch EVU;NRT;Reuth (b Erbendorf);15:38:00;2;3694
4026;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NALB;Allersberg (Rothsee);15:38:00;2;
57827;;06.03.2016;94;Anschluss;MKFG;Kaufering;15:39:00;5;3488
5420;RE12-;06.03.2016;19;Sonstiges Betrieb Netz;MMW;Mittenwald;15:40:00;2;
3231;IRE5-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TNS;Niederstotzingen;15:41:00;2;
4027;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MKIG;Kinding (Altmühltal);15:41:00;2;
6779;S7BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MBAB;Baierbrunn;15:41:00;2;
3489;SF3BY-;06.03.2016;57;Keine Meldung durch EVU;MKP;Kempten (Allgäu) Hbf;15:42:00;2;3489
84580;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NBY;Bayreuth Hbf;15:42:00;2;
4649;RE601-;06.03.2016;90;Gefährliche Ereignisse;FH  M;Hanau Mainbrücke;15:43:00;12;
6870;S8BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MWS;Weßling (Oberbay);15:43:00;2;
22339;RE3S-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TMG;Mengen;15:44:00;2;3266
57114;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MP;München-Pasing;15:44:00;2;514
57187;RE77-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGZB;Günzburg;15:44:00;3;
3025;RE53+;06.03.2016;54;Verkehrliche Zugvorbereitung;NN;Nürnberg Hbf;15:45:00;3;3025
86540;BRB4-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MWH;Weilheim (Oberbay);15:45:00;2;
22668;RB6-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TBI;Biberach (Riß);15:46:00;10;3047
4649;RE601-;06.03.2016;90;Gefährliche Ereignisse;FH  S;Hanau Südseite;15:46:00;2;
57501;RE36-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MGF;Grafrath;15:46:00;2;
57529;RE31-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MTHB;Türkheim (Bay) Bahnhof;15:46:00;2;57911
59156;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MIN;Ingolstadt Nord;15:46:00;2;
27163;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;15:47:00;2;
57187;RE77-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MGZB;Günzburg;15:47:00;2;5174
84140;ALXS+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;15:47:00;5;
3560;SF3BY+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);15:48:00;5;
6472;S4BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;15:48:00;5;84140
3563;RE55FR+;06.03.2016;60;Umlauf-Einsatzplanung;NIR;Irrenlohe;15:49:00;3;3563
84580;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NBI;Bindlach;15:49:00;3;
86662;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MA;Augsburg Hbf;15:49:00;3;219
57980;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MLLF;Lagerlechfeld;15:51:00;4;57827
59289;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NH;Harsdorf;15:51:00;3;
6577;S6BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MMDN;München Donnersbergerbrücke;15:51:00;5;6777
6777;S7BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MHAB;München Hackerbrücke;15:51:00;6;6777
83932;WB1-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NDG;Deggendorf Hbf;15:51:00;7;83931
57828;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MA;Augsburg Hbf;15:52:00;4;
63057;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;15:52:00;2;
6879;S8BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MMHG;München Hirschgarten             (Plang);15:52:00;2;
6179;S1BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;ML;München-Laim Pbf;15:53:00;2;6879
6279;S2BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MMDN;München Donnersbergerbrücke;15:53:00;5;6777
86537;BRB4+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MA;Augsburg Hbf;15:53:00;2;
3231;IRE5-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TU  O;Ulm Hbf Em Ost;15:56:00;2;19227
58121;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NAN;Ansbach;15:56:00;2;
6578;S6BY-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MSTH;München-Steinhausen;15:56:00;0;
6779;S7BY+;06.03.2016;50;Haltezeitüberschreitung;MGOI;Großhesselohe Isartalbahnhof;15:57:00;6;6779
84141;ALXS-;06.03.2016;94;Anschluss;MBU;Buchloe;15:57:00;2;
79734;;06.03.2016;57;Keine Meldung durch EVU;NRH;Regensburg Hbf;15:59:00;3;79734
3697;RE21-;06.03.2016;57;Keine Meldung durch EVU;NHOB;Wunsiedel-Holenbrunn;16:01:00;2;3697
58050;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;16:01:00;3;1124
80690;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NSST;Schweinfurt Stadt;16:02:00;2;47160
3025;RE53+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NHR;Hersbruck (rechts Pegnitz);16:03:00;2;
3232;IRE5+;06.03.2016;93;Wende;TU;Ulm Hbf;16:03:00;3;3231
22665;RB6+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TLM;Laupheim Stadt;16:04:00;2;22668
3889;;06.03.2016;50;Haltezeitüberschreitung;MM;Memmingen;16:04:00;3;3889
4077;;06.03.2016;94;Anschluss;NPL;Plattling;16:04:00;3;83931
57064;;06.03.2016;50;Haltezeitüberschreitung;MH;München Hbf;16:05:00;2;57064
86663;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MAHZ;Augsburg-Hochzoll;16:05:00;4;
23589;;06.03.2016;51;Antrag EVU;NWH;Würzburg Hbf;16:06:00;3;23589
5427;RE12+;06.03.2016;93;Wende;MGP;Garmisch-Partenkirchen;16:07:00;5;5420
84201;AG1+;06.03.2016;58;Verkehrliches Personal EVU;NRH;Regensburg Hbf;16:08:00;7;84201
5522;RB39A+;06.03.2016;95;Flügeln;MGP;Garmisch-Partenkirchen;16:09:00;6;
83933;WB1+;06.03.2016;54;Verkehrliche Zugvorbereitung;NPL;Plattling;16:09:00;3;83933
27627;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MNFR;Neufahrn (Niederbay);16:10:00;4;27627
4074;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NPL;Plattling;16:10:00;5;27
6281;S2BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MMDN;München Donnersbergerbrücke;16:10:00;3;
86748;;06.03.2016;51;Antrag EVU;MEB;Eichstätt Bahnhof;16:10:00;7;86748
4617;RE60FR-;06.03.2016;64;Triebfahrzeuge;FKLM;Kahl (Main);16:11:00;6;4617
84112;ALXN+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MAKN;München Kanal;16:12:00;3;
6780;S7BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MNB;Neubiberg;16:13:00;3;6777
84115;ALXN-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MNFR;Neufahrn (Niederbay);16:13:00;2;27627
94366;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MNFR;Neufahrn (Niederbay);16:15:00;3;27627
59101;;06.03.2016;57;Keine Meldung durch EVU;NPLF;Pleinfeld;16:16:00;2;59101
57114;;06.03.2016;50;Haltezeitüberschreitung;MAHA;Augsburg Haunstetterstraße;16:18:00;2;57114
58224;;06.03.2016;64;Triebfahrzeuge;NN;Nürnberg Hbf;16:20:00;15;58224
86534;BRB4-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MA;Augsburg Hbf;16:20:00;3;2062
3214;IRE3+;06.03.2016;60;Umlauf-Einsatzplanung;TU  F;Ulm-Söflingen;16:21:00;2;3214
22533;RE/RB5-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;TSON;Sontheim-Brenz;16:22:00;2;3232
3565;RE54+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);16:22:00;4;3025
6782;S7BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MHSB;Höhenkirchen-Siegertsbrunn;16:23:00;2;6777
6883;S8BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MWKR;München-Westkreuz;16:23:00;3;
6476;S4BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;16:24:00;3;
84364;AG2+;06.03.2016;93;Wende;MRFD;Rohrenfeld;16:24:00;4;
6485;S4BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MGF;Grafrath;16:25:00;3;
79732;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NRT;Reuth (b Erbendorf);16:26:00;2;3697
6483;S4BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MP  W;München-Pasing West;16:27:00;3;
6783;S7BY+;06.03.2016;50;Haltezeitüberschreitung;MHRK;Höllriegelskreuth;16:27:00;2;6783
86671;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MSHN;Schrobenhausen;16:30:00;2;86662
4991;RE42-;06.03.2016;31;Bauarbeiten;UUS;Uhlstädt;16:31:00;3;
27629;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NRA;Radldorf (Niederbay);16:32:00;2;84201
57056;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMTG;Mertingen Bahnhof;16:32:00;2;2062
4034;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MPF;Pfaffenhofen (Ilm);16:33:00;4;1522
81024;;06.03.2016;57;Keine Meldung durch EVU;NHO;Hof Hbf;16:33:00;2;81024
84202;AG1-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NRA;Radldorf (Niederbay);16:34:00;2;84201
84364;AG2+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MUHN;Unterhausen (Bay);16:34:00;2;
22535;RE/RB5-;06.03.2016;60;Umlauf-Einsatzplanung;TA;Aalen;16:35:00;2;22535
3022;RE53-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NVK;Vilseck;16:35:00;6;3025
5491;;06.03.2016;57;Keine Meldung durch EVU;MKP;Kempten (Allgäu) Hbf;16:35:00;2;5491
27626;;06.03.2016;94;Anschluss;NST;Straubing;16:36:00;3;84201
4649;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NGM;Gemünden (Main);16:36:00;2;
57414;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;16:36:00;2;
6779;S7BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MPER;München-Perlach;16:36:00;5;6782
4619;RE60FR-;06.03.2016;50;Haltezeitüberschreitung;FF;Frankfurt (Main) Hbf;16:37:00;3;4619
57648;;06.03.2016;57;Keine Meldung durch EVU;MKP;Kempten (Allgäu) Hbf;16:37:00;2;57648
84595;;06.03.2016;54;Verkehrliche Zugvorbereitung;NLF;Lichtenfels;16:37:00;2;84595
57671;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MATS;Altstädten (Allgäu);16:38:00;2;84163
3562;SF3BY+;06.03.2016;57;Keine Meldung durch EVU;NNS;Neukirchen (b Sulzbach-Rosenberg);16:39:00;3;3562
4030;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NALB;Allersberg (Rothsee);16:39:00;2;
4029;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MKIG;Kinding (Altmühltal);16:40:00;2;
5773;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NROD;Roding;16:41:00;6;352
59381;RE40FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NF;Fürth (Bay) Hbf;16:41:00;2;1584
59644;RB121B-;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MST;Starnberg;16:41:00;2;
22378;RB3+;06.03.2016;84;Behörden;TU  F;Ulm-Söflingen;16:42:00;5;22378
6478;S4BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;16:43:00;2;
3027;RE53+;06.03.2016;54;Verkehrliche Zugvorbereitung;NN;Nürnberg Hbf;16:44:00;2;3027
94365;;06.03.2016;50;Haltezeitüberschreitung;NSL;Saal (Donau);16:44:00;2;94365
27165;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;16:45:00;2;
79033;MER1+;06.03.2016;50;Haltezeitüberschreitung;MH;München Hbf;16:46:00;2;79033
20880;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHO;Hof Hbf;16:47:00;3;84419
22865;RB8A+;06.03.2016;50;Haltezeitüberschreitung;TBWA;Bad Waldsee;16:47:00;3;22865
4617;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWI;Wiesthal;16:47:00;4;
5431;RE12+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MGT;Gauting;16:47:00;2;
3562;SF3BY+;06.03.2016;95;Flügeln;NNS;Neukirchen (b Sulzbach-Rosenberg);16:49:00;3;
6489;S4BY+;06.03.2016;93;Wende;MGE;Geltendorf;16:52:00;2;6476
3565;RE54+;06.03.2016;60;Umlauf-Einsatzplanung;NIR;Irrenlohe;16:53:00;2;3565
22339;RE3S-;06.03.2016;84;Behörden;TU  F;Ulm-Söflingen;16:54:00;10;
22729;RB7+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TF;Friedrichshafen Stadt;16:55:00;5;3059
84583;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NHO;Hof Hbf;16:55:00;2;51717
22339;RE3S-;06.03.2016;84;Behörden;TU  R;Ulm Rbf;16:56:00;2;22339
4234;IRE6-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TU;Ulm Hbf;16:56:00;2;117
4211;IRE6+;06.03.2016;94;Anschluss;TAU;Aulendorf;16:57:00;3;22865
3773;RE41N+;06.03.2016;50;Haltezeitüberschreitung;NLF;Lichtenfels;17:00:00;2;3773
84588;;06.03.2016;57;Keine Meldung durch EVU;NBY;Bayreuth Hbf;17:00:00;2;3471
3213;IRE3-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;TRC;Rechtenstein;17:01:00;3;3214
6487;S4BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;17:01:00;3;
6480;S4BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;17:03:00;2;
79734;;06.03.2016;57;Keine Meldung durch EVU;NWDO;Weiden (Oberpf);17:03:00;2;79734
86752;;06.03.2016;51;Antrag EVU;MEB;Eichstätt Bahnhof;17:05:00;2;86752
3785;RB44+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NN;Nürnberg Hbf;17:06:00;2;629
4870;RE2BY+;06.03.2016;50;Haltezeitüberschreitung;MMW;Mittenwald;17:06:00;3;4870
84018;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NMR;Marktredwitz;17:06:00;2;
3564;SF3BY+;06.03.2016;94;Anschluss;NSCH;Schwandorf;17:07:00;2;
6891;S8BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MHI;Herrsching;17:07:00;2;
79775;;06.03.2016;94;Anschluss;NSCH;Schwandorf;17:07:00;3;
27488;;06.03.2016;57;Keine Meldung durch EVU;MHFG;Hufschlag Abzw;17:08:00;2;27488
57049;;06.03.2016;95;Flügeln;MA;Augsburg Hbf;17:08:00;2;
79780;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NFW;Furth im Wald;17:08:00;5;5773
86671;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MAHA;Augsburg Haunstetterstraße;17:08:00;2;
87008;;06.03.2016;95;Flügeln;MHO;Holzkirchen;17:08:00;4;
27629;;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MNFR;Neufahrn (Niederbay);17:10:00;3;27627
59160;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MRS;Reichertshausen (Ilm);17:10:00;4;528
3490;SF3BY+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MPM;Puchheim;17:11:00;2;
4993;RE42-;06.03.2016;93;Wende;LL;Leipzig Hbf;17:11:00;2;29358
58057;;06.03.2016;94;Anschluss;NWH;Würzburg Hbf;17:11:00;5;721
58957;;06.03.2016;94;Anschluss;NRO;Roth;17:11:00;9;59156
6483;S4BY+;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MZO;Zorneding;17:11:00;2;
3989;RE34BY-;06.03.2016;57;Keine Meldung durch EVU;MRTA;Röthenbach (Allgäu);17:12:00;4;3989
58124;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NAN;Ansbach;17:12:00;2;
86548;BRB4-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MPTO;Peiting Ost;17:12:00;2;
4863;RE2BY-;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;MNFR;Neufahrn (Niederbay);17:13:00;2;27627
6389;S3BY+;06.03.2016;50;Haltezeitüberschreitung;MMA;Maisach;17:14:00;2;6389
